store_domain,product_id,product_name,product_type,vendor,variant_id,variant_title,size,option1,option2,option3,sku,price,available,stock_quantity_left,product_url
https://musclemind.com,10014781636857,Work to Workout Pants,Trousers,Musclemind activeleisure,48282172129529,Black / XXL,XXL,Black,XXL,,8906189275357,3199.00,True,Hidden/Unexposed,https://musclemind.com/products/work-to-workout-pants
https://musclemind.com,10014760501497,Breathable Mesh Training Pants,Training Pants,Musclemind activeleisure,48281913065721,Black / S,S,Black,S,,8906189275265,2499.00,True,Hidden/Unexposed,https://musclemind.com/products/breathable-mesh-training-pants-1
https://musclemind.com,10014760501497,Breathable Mesh Training Pants,Training Pants,Musclemind activeleisure,48281975718137,Black / M,M,Black,M,,8906189275272,2499.00,True,Hidden/Unexposed,https://musclemind.com/products/breathable-mesh-training-pants-1
https://musclemind.com,10014760501497,Breathable Mesh Training Pants,Training Pants,Musclemind activeleisure,48281975750905,Black / L,L,Black,L,,8906189275289,2499.00,True,Hidden/Unexposed,https://musclemind.com/products/breathable-mesh-training-pants-1
https://musclemind.com,10014760501497,Breathable Mesh Training Pants,Training Pants,Musclemind activeleisure,48281975783673,Black / XL,XL,Black,XL,,8906189275296,2499.00,True,Hidden/Unexposed,https://musclemind.com/products/breathable-mesh-training-pants-1
https://musclemind.com,10014760501497,Breathable Mesh Training Pants,Training Pants,Musclemind activeleisure,48281975816441,Black / XXL,XXL,Black,XXL,,8906189275302,2499.00,True,Hidden/Unexposed,https://musclemind.com/products/breathable-mesh-training-pants-1
https://musclemind.com,10013910630649,Breathable Mesh Training Pants,Training Pants,Musclemind activeleisure,48281767575801,Navy Blue / S,S,Navy Blue,S,,8906189275210,2499.00,True,Hidden/Unexposed,https://musclemind.com/products/breathable-mesh-training-pants
https://musclemind.com,10013910630649,Breathable Mesh Training Pants,Training Pants,Musclemind activeleisure,48284747268345,Navy Blue / M,M,Navy Blue,M,,8906189275227,2499.00,True,Hidden/Unexposed,https://musclemind.com/products/breathable-mesh-training-pants
https://musclemind.com,10013910630649,Breathable Mesh Training Pants,Training Pants,Musclemind activeleisure,48284747333881,Navy Blue / L,L,Navy Blue,L,,8906189275241,2499.00,True,Hidden/Unexposed,https://musclemind.com/products/breathable-mesh-training-pants
https://musclemind.com,10013910630649,Breathable Mesh Training Pants,Training Pants,Musclemind activeleisure,48284747301113,Navy Blue / XL,XL,Navy Blue,XL,,8906189275234,2499.00,True,Hidden/Unexposed,https://musclemind.com/products/breathable-mesh-training-pants
https://musclemind.com,10013910630649,Breathable Mesh Training Pants,Training Pants,Musclemind activeleisure,48284747366649,Navy Blue / XXL,XXL,Navy Blue,XXL,,8906189275258,2499.00,True,Hidden/Unexposed,https://musclemind.com/products/breathable-mesh-training-pants
https://musclemind.com,9029744591097,Ugly Christmas Sweater,Women Sweater,Musclemind activeleisure,47042877849849,Red / XS,XS,Red,XS,,8906189271687,5299.00,True,Hidden/Unexposed,https://musclemind.com/products/ugly-christmas-sweater-unisex-red
https://musclemind.com,9029744591097,Ugly Christmas Sweater,Women Sweater,Musclemind activeleisure,47042877882617,Red / S,S,Red,S,,8906189271694,5299.00,True,Hidden/Unexposed,https://musclemind.com/products/ugly-christmas-sweater-unisex-red
https://musclemind.com,9029744591097,Ugly Christmas Sweater,Women Sweater,Musclemind activeleisure,47042877915385,Red / M,M,Red,M,,8906189271700,5299.00,True,Hidden/Unexposed,https://musclemind.com/products/ugly-christmas-sweater-unisex-red
https://musclemind.com,9029744591097,Ugly Christmas Sweater,Women Sweater,Musclemind activeleisure,47042877948153,Red / L,L,Red,L,,8906189271717,5299.00,True,Hidden/Unexposed,https://musclemind.com/products/ugly-christmas-sweater-unisex-red
https://musclemind.com,9029744591097,Ugly Christmas Sweater,Women Sweater,Musclemind activeleisure,47042877980921,Red / XL,XL,Red,XL,,8906189271724,5299.00,True,Hidden/Unexposed,https://musclemind.com/products/ugly-christmas-sweater-unisex-red
https://musclemind.com,9029739872505,Ugly Christmas Sweater,Men Sweater,Musclemind activeleisure,47042867855609,Blue / S,S,Blue,S,,8906189271755,5299.00,True,Hidden/Unexposed,https://musclemind.com/products/ugly-christmas-sweater-unisex-blue
https://musclemind.com,9029739872505,Ugly Christmas Sweater,Men Sweater,Musclemind activeleisure,47042867888377,Blue / M,M,Blue,M,,8906189271762,5299.00,True,Hidden/Unexposed,https://musclemind.com/products/ugly-christmas-sweater-unisex-blue
https://musclemind.com,9029739872505,Ugly Christmas Sweater,Men Sweater,Musclemind activeleisure,47042867921145,Blue / L,L,Blue,L,,8906189271779,5299.00,True,Hidden/Unexposed,https://musclemind.com/products/ugly-christmas-sweater-unisex-blue
https://musclemind.com,9029739872505,Ugly Christmas Sweater,Men Sweater,Musclemind activeleisure,47042867953913,Blue / XL,XL,Blue,XL,,8906189271786,5299.00,True,Hidden/Unexposed,https://musclemind.com/products/ugly-christmas-sweater-unisex-blue
https://musclemind.com,9029739872505,Ugly Christmas Sweater,Men Sweater,Musclemind activeleisure,47042867986681,Blue / XXL,XXL,Blue,XXL,,8906189271793,5299.00,True,Hidden/Unexposed,https://musclemind.com/products/ugly-christmas-sweater-unisex-blue
https://musclemind.com,9049875972345,Cozy Go Trackpants,,Musclemind activeleisure,47095387390201,Black / XS,XS,Black,XS,,8906189274657,3599.00,True,Hidden/Unexposed,https://musclemind.com/products/cozy-wide-leg-trackpants-black
https://musclemind.com,9049875972345,Cozy Go Trackpants,,Musclemind activeleisure,47095391584505,Black / S,S,Black,S,,8906189274664,3599.00,True,Hidden/Unexposed,https://musclemind.com/products/cozy-wide-leg-trackpants-black
https://musclemind.com,9049875972345,Cozy Go Trackpants,,Musclemind activeleisure,47095391617273,Black / M,M,Black,M,,8906189274671,3599.00,True,Hidden/Unexposed,https://musclemind.com/products/cozy-wide-leg-trackpants-black
https://musclemind.com,9049875972345,Cozy Go Trackpants,,Musclemind activeleisure,47095391650041,Black / L,L,Black,L,,8906189274688,3599.00,True,Hidden/Unexposed,https://musclemind.com/products/cozy-wide-leg-trackpants-black
https://musclemind.com,9049875972345,Cozy Go Trackpants,,Musclemind activeleisure,47095391682809,Black / XL,XL,Black,XL,,8906189274695,3599.00,True,Hidden/Unexposed,https://musclemind.com/products/cozy-wide-leg-trackpants-black
https://musclemind.com,9049875415289,Cozy Go Trackpants,,Musclemind activeleisure,47095384506617,Brown / XS,XS,Brown,XS,,8906189274701,3599.00,True,Hidden/Unexposed,https://musclemind.com/products/cozy-wide-leg-trackpants-brown
https://musclemind.com,9049875415289,Cozy Go Trackpants,,Musclemind activeleisure,47095384539385,Brown / S,S,Brown,S,,8906189274718,3599.00,True,Hidden/Unexposed,https://musclemind.com/products/cozy-wide-leg-trackpants-brown
https://musclemind.com,9049875415289,Cozy Go Trackpants,,Musclemind activeleisure,47095384572153,Brown / M,M,Brown,M,,8906189274725,3599.00,True,Hidden/Unexposed,https://musclemind.com/products/cozy-wide-leg-trackpants-brown
https://musclemind.com,9049875415289,Cozy Go Trackpants,,Musclemind activeleisure,47095384604921,Brown / L,L,Brown,L,,8906189274732,3599.00,True,Hidden/Unexposed,https://musclemind.com/products/cozy-wide-leg-trackpants-brown
https://musclemind.com,9049875415289,Cozy Go Trackpants,,Musclemind activeleisure,47095384637689,Brown / XL,XL,Brown,XL,,8906189274749,3599.00,True,Hidden/Unexposed,https://musclemind.com/products/cozy-wide-leg-trackpants-brown
https://musclemind.com,9049872367865,Cozy Go Quarter Zip Sweatshirt,,Musclemind activeleisure,47095373857017,Black / XS,XS,Black,XS,,8906189274558,2599.00,True,Hidden/Unexposed,https://musclemind.com/products/cozy-go-quarter-zip-sweatshirt-black
